Date,Value,Anomaly,state
2021-07-01,75.7,-1.5,New Jersey
2021-08-01,75.9,0.8,New Jersey
2021-09-01,68.7,0.9,New Jersey
2021-10-01,61.0,3.2,New Jersey
2021-11-01,43.6,-2.3,New Jersey
2021-12-01,41.2,2.9,New Jersey
2022-01-01,28.6,-6.0,New Jersey
2022-02-01,35.6,-0.5,New Jersey
2022-03-01,43.9,-0.2,New Jersey
2022-04-01,51.1,-1.9,New Jersey
2022-05-01,63.2,1.4,New Jersey
2022-06-01,69.9,-0.9,New Jersey
2022-07-01,77.9,0.7,New Jersey
2022-08-01,77.2,2.1,New Jersey
2022-09-01,67.6,-0.2,New Jersey
2022-10-01,54.0,-3.8,New Jersey
2022-11-01,47.6,1.7,New Jersey
2022-12-01,35.5,-2.8,New Jersey
2023-01-01,41.2,6.6,New Jersey
2023-02-01,39.1,3.0,New Jersey
2023-03-01,42.3,-1.8,New Jersey
2023-04-01,55.4,2.4,New Jersey
2023-05-01,59.3,-2.5,New Jersey
2023-06-01,67.8,-3.0,New Jersey
2023-07-01,77.2,0.0,New Jersey
2023-08-01,73.2,-1.9,New Jersey
2023-09-01,68.0,0.2,New Jersey
2023-10-01,58.4,0.6,New Jersey
2023-11-01,43.3,-2.6,New Jersey
2023-12-01,41.5,3.2,New Jersey
2024-01-01,34.8,0.2,New Jersey
2024-02-01,37.5,1.4,New Jersey
2024-03-01,46.2,2.1,New Jersey
2024-04-01,52.8,-0.2,New Jersey
2024-05-01,63.8,2.0,New Jersey
2024-06-01,73.6,2.8,New Jersey
2024-07-01,77.9,0.7,New Jersey
2024-08-01,73.9,-1.2,New Jersey
2024-09-01,67.0,-0.8,New Jersey
2024-10-01,57.7,-0.1,New Jersey
2024-11-01,49.1,3.2,New Jersey
2024-12-01,35.0,-3.3,New Jersey
2021-01-01,35.1,-0.2,New Mexico
2021-02-01,37.3,-0.4,New Mexico
2021-03-01,44.8,0.1,New Mexico
2021-04-01,53.2,-0.3,New Mexico
2021-05-01,62.7,-0.4,New Mexico
2021-06-01,73.1,0.6,New Mexico
2021-07-01,73.3,-2.5,New Mexico
2021-08-01,72.2,-1.4,New Mexico
2021-09-01,68.3,0.1,New Mexico
2021-10-01,55.6,-1.3,New Mexico
2021-11-01,47.6,3.5,New Mexico
2021-12-01,42.0,2.4,New Mexico
2022-01-01,35.6,0.3,New Mexico
2022-02-01,35.0,-2.7,New Mexico
2022-03-01,44.4,-0.3,New Mexico
2022-04-01,55.3,1.8,New Mexico
2022-05-01,64.8,1.7,New Mexico
2022-06-01,72.6,0.1,New Mexico
2022-07-01,76.3,0.5,New Mexico
2022-08-01,71.9,-1.7,New Mexico
2022-09-01,68.0,-0.2,New Mexico
2022-10-01,53.9,-3.0,New Mexico
2022-11-01,40.1,-4.0,New Mexico
2022-12-01,37.2,-2.4,New Mexico
2023-01-01,35.4,0.1,New Mexico
2023-02-01,37.0,-0.7,New Mexico
2023-03-01,43.9,-0.8,New Mexico
2023-04-01,52.0,-1.5,New Mexico
2023-05-01,62.3,-0.8,New Mexico
2023-06-01,69.6,-2.9,New Mexico
2023-07-01,78.6,2.8,New Mexico
2023-08-01,75.1,1.5,New Mexico
2023-09-01,68.8,0.6,New Mexico
2023-10-01,57.3,0.4,New Mexico
2023-11-01,45.3,1.2,New Mexico
2023-12-01,38.5,-1.1,New Mexico
2024-01-01,34.9,-0.4,New Mexico
2024-02-01,41.6,3.9,New Mexico
2024-03-01,45.5,0.8,New Mexico
2024-04-01,53.3,-0.2,New Mexico
2024-05-01,62.4,-0.7,New Mexico
2024-06-01,74.8,2.3,New Mexico
2024-07-01,74.8,-1.0,New Mexico
2024-08-01,75.3,1.7,New Mexico
2024-09-01,67.6,-0.6,New Mexico
2024-10-01,60.8,3.9,New Mexico
2024-11-01,43.5,-0.6,New Mexico
2024-12-01,40.8,1.2,New Mexico
2021-01-01,24.0,-0.3,New York
2021-02-01,21.7,-4.3,New York
2021-03-01,35.0,0.3,New York
2021-04-01,45.7,-0.2,New York
2021-05-01,54.7,-2.1,New York
2021-06-01,67.1,1.9,New York
2021-07-01,67.7,-2.1,New York
2021-08-01,70.4,2.0,New York
2021-09-01,61.7,0.1,New York
2021-10-01,54.8,3.0,New York
2021-11-01,37.0,-2.0,New York
2021-12-01,32.8,1.8,New York
2022-01-01,15.8,-8.5,New York
2022-02-01,23.8,-2.2,New York
2022-03-01,33.8,-0.9,New York
2022-04-01,43.8,-2.1,New York
2022-05-01,58.6,1.8,New York
2022-06-01,63.8,-1.4,New York
2022-07-01,69.7,-0.1,New York
2022-08-01,70.0,1.6,New York
2022-09-01,60.5,-1.1,New York
2022-10-01,48.9,-2.9,New York
2022-11-01,41.0,2.0,New York
2022-12-01,29.0,-2.0,New York
2023-01-01,30.6,6.3,New York
2023-02-01,28.1,2.1,New York
2023-03-01,32.6,-2.1,New York
2023-04-01,48.0,2.1,New York
2023-05-01,53.9,-2.9,New York
2023-06-01,63.1,-2.1,New York
2023-07-01,70.7,0.9,New York
2023-08-01,65.8,-2.6,New York
2023-09-01,61.7,0.1,New York
2023-10-01,53.0,1.2,New York
2023-11-01,36.1,-2.9,New York
2023-12-01,35.0,4.0,New York
2024-01-01,26.6,2.3,New York
2024-02-01,30.4,4.4,New York
2024-03-01,37.5,2.8,New York
2024-04-01,45.9,0.0,New York
2024-05-01,60.1,3.3,New York
2024-06-01,66.6,1.4,New York
2024-07-01,71.2,1.4,New York
2024-08-01,67.3,-1.1,New York
2024-09-01,62.4,0.8,New York
2024-10-01,50.6,-1.2,New York
2024-11-01,41.7,2.7,New York
2024-12-01,27.2,-3.8,New York
2021-01-01,40.8,-1.2,North Carolina
2021-02-01,42.2,-4.4,North Carolina
2021-03-01,53.1,0.0,North Carolina
2021-04-01,58.6,-1.1,North Carolina
2021-05-01,65.5,-1.4,North Carolina
2021-06-01,73.8,0.0,North Carolina
2021-07-01,77.1,-1.3,North Carolina
2021-08-01,77.8,0.9,North Carolina
2021-09-01,70.6,-0.1,North Carolina
2021-10-01,64.4,3.4,North Carolina
2021-11-01,48.1,-3.6,North Carolina
2021-12-01,50.8,5.2,North Carolina
2022-01-01,38.7,-3.3,North Carolina
2022-02-01,46.0,-0.6,North Carolina
2022-03-01,53.4,0.3,North Carolina
2022-04-01,58.8,-0.9,North Carolina
2022-05-01,68.8,1.9,North Carolina
2022-06-01,75.1,1.3,North Carolina
2022-07-01,79.1,0.7,North Carolina
2022-08-01,76.5,-0.4,North Carolina
2022-09-01,70.3,-0.4,North Carolina
2022-10-01,57.4,-3.6,North Carolina
2022-11-01,53.2,1.5,North Carolina
2022-12-01,41.8,-3.8,North Carolina
2023-01-01,46.7,4.7,North Carolina
2023-02-01,51.2,4.6,North Carolina
2023-03-01,52.2,-0.9,North Carolina
2023-04-01,60.3,0.6,North Carolina
2023-05-01,64.2,-2.7,North Carolina
2023-06-01,70.8,-3.0,North Carolina
2023-07-01,78.6,0.2,North Carolina
2023-08-01,77.3,0.4,North Carolina
2023-09-01,70.8,0.1,North Carolina
2023-10-01,60.9,-0.1,North Carolina
2023-11-01,50.2,-1.5,North Carolina
2023-12-01,46.0,0.4,North Carolina
2024-01-01,41.8,-0.2,North Carolina
2024-02-01,46.8,0.2,North Carolina
2024-03-01,53.8,0.7,North Carolina
2024-04-01,61.0,1.3,North Carolina
2024-05-01,69.2,2.3,North Carolina
2024-06-01,75.6,1.8,North Carolina
2024-07-01,78.8,0.4,North Carolina
2024-08-01,75.9,-1.0,North Carolina
2024-09-01,71.0,0.3,North Carolina
2024-10-01,61.1,0.1,North Carolina
2024-11-01,55.1,3.4,North Carolina
2024-12-01,43.8,-1.8,North Carolina
2021-01-01,21.0,7.2,North Dakota
2021-02-01,5.8,-8.4,North Dakota
2021-03-01,35.9,10.3,North Dakota
2021-04-01,40.7,2.5,North Dakota
2021-05-01,52.8,-2.1,North Dakota
2021-06-01,69.3,2.9,North Dakota
2021-07-01,73.8,3.2,North Dakota
2021-08-01,68.9,0.6,North Dakota
2021-09-01,62.2,-0.3,North Dakota
2021-10-01,48.6,1.6,North Dakota
2021-11-01,32.6,3.6,North Dakota
2021-12-01,14.0,-2.4,North Dakota
2022-01-01,8.7,-5.1,North Dakota
2022-02-01,9.4,-4.8,North Dakota
2022-03-01,26.9,1.3,North Dakota
2022-04-01,33.6,-4.6,North Dakota
2022-05-01,52.9,-2.0,North Dakota
2022-06-01,64.6,-1.8,North Dakota
2022-07-01,70.7,0.1,North Dakota
2022-08-01,69.5,1.2,North Dakota
2022-09-01,61.0,-1.5,North Dakota
2022-10-01,46.0,-1.0,North Dakota
2022-11-01,23.1,-5.9,North Dakota
2022-12-01,6.7,-9.7,North Dakota
2023-01-01,13.1,-0.7,North Dakota
2023-02-01,14.5,0.3,North Dakota
2023-03-01,14.0,-11.6,North Dakota
2023-04-01,34.7,-3.5,North Dakota
2023-05-01,60.0,5.1,North Dakota
2023-06-01,69.2,2.8,North Dakota
2023-07-01,67.2,-3.4,North Dakota
2023-08-01,67.9,-0.4,North Dakota
2023-09-01,61.9,-0.6,North Dakota
2023-10-01,43.7,-3.3,North Dakota
2023-11-01,31.1,2.1,North Dakota
2023-12-01,26.7,10.3,North Dakota
2024-01-01,12.4,-1.4,North Dakota
2024-02-01,27.0,12.8,North Dakota
2024-03-01,25.7,0.1,North Dakota
2024-04-01,43.9,5.7,North Dakota
2024-05-01,53.9,-1.0,North Dakota
2024-06-01,62.6,-3.8,North Dakota
2024-07-01,70.8,0.2,North Dakota
2024-08-01,66.8,-1.5,North Dakota
2024-09-01,64.8,2.3,North Dakota
2024-10-01,49.7,2.7,North Dakota
2024-11-01,29.2,0.2,North Dakota
2024-12-01,18.3,1.9,North Dakota
2021-01-01,30.9,0.5,Ohio
2021-02-01,25.2,-8.2,Ohio
2021-03-01,44.8,1.4,Ohio
2021-04-01,51.4,-0.4,Ohio
2021-05-01,58.8,-3.1,Ohio
2021-06-01,71.5,1.3,Ohio
2021-07-01,73.0,-0.5,Ohio
2021-08-01,74.6,2.0,Ohio
2021-09-01,66.9,0.4,Ohio
2021-10-01,60.3,4.2,Ohio
2021-11-01,40.5,-2.9,Ohio
2021-12-01,40.2,3.3,Ohio
2022-01-01,24.0,-6.4,Ohio
2022-02-01,30.7,-2.7,Ohio
2022-03-01,43.2,-0.2,Ohio
2022-04-01,48.6,-3.2,Ohio
2022-05-01,63.8,1.9,Ohio
2022-06-01,70.6,0.4,Ohio
2022-07-01,74.0,0.5,Ohio
2022-08-01,72.2,-0.4,Ohio
2022-09-01,65.2,-1.3,Ohio
2022-10-01,52.0,-4.1,Ohio
2022-11-01,43.9,0.5,Ohio
2022-12-01,32.6,-4.3,Ohio
2023-01-01,36.7,6.3,Ohio
2023-02-01,38.6,5.2,Ohio
2023-03-01,40.6,-2.8,Ohio
2023-04-01,52.2,0.4,Ohio
2023-05-01,59.3,-2.6,Ohio
2023-06-01,66.9,-3.3,Ohio
2023-07-01,73.5,0.0,Ohio
2023-08-01,70.6,-2.0,Ohio
2023-09-01,65.9,-0.6,Ohio
2023-10-01,55.8,-0.3,Ohio
2023-11-01,42.1,-1.3,Ohio
2023-12-01,40.2,3.3,Ohio
2024-01-01,29.9,-0.5,Ohio
2024-02-01,39.0,5.6,Ohio
2024-03-01,44.8,1.4,Ohio
2024-04-01,54.8,3.0,Ohio
2024-05-01,65.7,3.8,Ohio
2024-06-01,71.6,1.4,Ohio
2024-07-01,73.6,0.1,Ohio
2024-08-01,72.9,0.3,Ohio
2024-09-01,68.1,1.6,Ohio
2024-10-01,56.2,0.1,Ohio
2024-11-01,47.1,3.7,Ohio
2024-12-01,34.6,-2.3,Ohio
2021-01-01,39.7,1.4,Oklahoma
2021-02-01,31.3,-9.6,Oklahoma
2021-03-01,53.9,1.6,Oklahoma
2021-04-01,57.4,-2.6,Oklahoma
2021-05-01,65.9,-3.2,Oklahoma
2021-06-01,77.4,-1.1,Oklahoma
2021-07-01,80.0,-2.5,Oklahoma
2021-08-01,81.3,-1.4,Oklahoma
2021-09-01,76.7,0.7,Oklahoma
2021-10-01,64.4,0.1,Oklahoma
2021-11-01,51.2,0.5,Oklahoma
2021-12-01,50.4,5.3,Oklahoma
2022-01-01,37.0,-1.3,Oklahoma
2022-02-01,38.5,-2.4,Oklahoma
2022-03-01,50.4,-1.9,Oklahoma
2022-04-01,61.0,1.0,Oklahoma
2022-05-01,70.6,1.5,Oklahoma
2022-06-01,79.4,0.9,Oklahoma
2022-07-01,86.6,4.1,Oklahoma
2022-08-01,82.5,-0.2,Oklahoma
2022-09-01,75.9,-0.1,Oklahoma
2022-10-01,62.0,-2.3,Oklahoma
2022-11-01,47.3,-3.4,Oklahoma
2022-12-01,40.1,-5.0,Oklahoma
2023-01-01,42.4,4.1,Oklahoma
2023-02-01,44.0,3.1,Oklahoma
2023-03-01,50.4,-1.9,Oklahoma
2023-04-01,58.7,-1.3,Oklahoma
2023-05-01,69.1,0.0,Oklahoma
2023-06-01,76.7,-1.8,Oklahoma
2023-07-01,81.9,-0.6,Oklahoma
2023-08-01,83.7,1.0,Oklahoma
2023-09-01,76.7,0.7,Oklahoma
2023-10-01,62.5,-1.8,Oklahoma
2023-11-01,51.0,0.3,Oklahoma
2023-12-01,44.9,-0.2,Oklahoma
2024-01-01,33.9,-4.4,Oklahoma
2024-02-01,49.9,9.0,Oklahoma
2024-03-01,54.3,2.0,Oklahoma
2024-04-01,62.7,2.7,Oklahoma
2024-05-01,70.7,1.6,Oklahoma
2024-06-01,80.4,1.9,Oklahoma
2024-07-01,81.4,-1.1,Oklahoma
2024-08-01,83.4,0.7,Oklahoma
2024-09-01,74.7,-1.3,Oklahoma
2024-10-01,68.1,3.8,Oklahoma
2024-11-01,53.3,2.6,Oklahoma
2024-12-01,45.1,0.0,Oklahoma
2021-01-01,34.8,0.8,Oregon
2021-02-01,33.6,-1.0,Oregon
2021-03-01,39.0,0.7,Oregon
2021-04-01,46.6,2.9,Oregon
2021-05-01,52.0,0.6,Oregon
2021-06-01,65.2,4.4,Oregon
2021-07-01,71.4,1.2,Oregon
2021-08-01,66.4,-1.1,Oregon
2021-09-01,59.4,-0.9,Oregon
2021-10-01,47.6,-3.0,Oregon
2021-11-01,41.9,3.7,Oregon
2021-12-01,32.4,-1.9,Oregon
2022-01-01,34.9,0.9,Oregon
2022-02-01,35.6,1.0,Oregon
2022-03-01,41.9,3.6,Oregon
2022-04-01,40.6,-3.1,Oregon
2022-05-01,48.1,-3.3,Oregon
2022-06-01,58.3,-2.5,Oregon
2022-07-01,69.3,-0.9,Oregon
2022-08-01,70.4,2.9,Oregon
2022-09-01,62.5,2.2,Oregon
2022-10-01,53.8,3.2,Oregon
2022-11-01,33.7,-4.5,Oregon
2022-12-01,30.6,-3.7,Oregon
2023-01-01,32.0,-2.0,Oregon
2023-02-01,32.3,-2.3,Oregon
2023-03-01,33.2,-5.1,Oregon
2023-04-01,42.8,-0.9,Oregon
2023-05-01,55.3,3.9,Oregon
2023-06-01,59.2,-1.6,Oregon
2023-07-01,68.9,-1.3,Oregon
2023-08-01,67.7,0.2,Oregon
2023-09-01,57.7,-2.6,Oregon
2023-10-01,50.0,-0.6,Oregon
2023-11-01,39.9,1.7,Oregon
2023-12-01,37.3,3.0,Oregon
2024-01-01,34.2,0.2,Oregon
2024-02-01,36.7,2.1,Oregon
2024-03-01,39.2,0.9,Oregon
2024-04-01,44.8,1.1,Oregon
2024-05-01,50.1,-1.3,Oregon
2024-06-01,60.6,-0.2,Oregon
2024-07-01,71.1,0.9,Oregon
2024-08-01,65.6,-1.9,Oregon
2024-09-01,61.4,1.1,Oregon
2024-10-01,50.8,0.2,Oregon
2024-11-01,37.3,-0.9,Oregon
2024-12-01,36.8,2.5,Oregon
2021-01-01,29.4,0.0,Pennsylvania
2021-02-01,26.6,-5.2,Pennsylvania
2021-03-01,40.7,0.7,Pennsylvania
2021-04-01,49.3,-0.4,Pennsylvania
2021-05-01,57.0,-2.0,Pennsylvania
2021-06-01,68.6,1.3,Pennsylvania
2021-07-01,71.2,-1.1,Pennsylvania
2021-08-01,72.6,2.0,Pennsylvania
2021-09-01,64.3,0.6,Pennsylvania
2021-10-01,57.7,4.1,Pennsylvania
2021-11-01,39.0,-2.5,Pennsylvania
2021-12-01,37.6,3.3,Pennsylvania
2022-01-01,22.5,-6.9,Pennsylvania
2022-02-01,29.7,-2.1,Pennsylvania
2022-03-01,39.4,-0.6,Pennsylvania
2022-04-01,47.0,-2.7,Pennsylvania
2022-05-01,60.5,1.5,Pennsylvania
2022-06-01,67.1,-0.2,Pennsylvania
2022-07-01,72.3,0.0,Pennsylvania
2022-08-01,71.4,0.8,Pennsylvania
2022-09-01,63.0,-0.7,Pennsylvania
2022-10-01,49.4,-4.2,Pennsylvania
2022-11-01,42.8,1.3,Pennsylvania
2022-12-01,30.6,-3.7,Pennsylvania
2023-01-01,35.8,6.4,Pennsylvania
2023-02-01,35.8,4.0,Pennsylvania
2023-03-01,37.8,-2.2,Pennsylvania
2023-04-01,51.7,2.0,Pennsylvania
2023-05-01,56.2,-2.8,Pennsylvania
2023-06-01,64.4,-2.9,Pennsylvania
2023-07-01,72.3,0.0,Pennsylvania
2023-08-01,68.8,-1.8,Pennsylvania
2023-09-01,63.6,-0.1,Pennsylvania
2023-10-01,54.2,0.6,Pennsylvania
2023-11-01,39.6,-1.9,Pennsylvania
2023-12-01,37.9,3.6,Pennsylvania
2024-01-01,30.0,0.6,Pennsylvania
2024-02-01,35.1,3.3,Pennsylvania
2024-03-01,42.1,2.1,Pennsylvania
2024-04-01,50.8,1.1,Pennsylvania
2024-05-01,62.3,3.3,Pennsylvania
2024-06-01,69.1,1.8,Pennsylvania
2024-07-01,73.4,1.1,Pennsylvania
2024-08-01,69.6,-1.0,Pennsylvania
2024-09-01,64.0,0.3,Pennsylvania
2024-10-01,53.0,-0.6,Pennsylvania
2024-11-01,44.4,2.9,Pennsylvania
2024-12-01,31.0,-3.3,Pennsylvania
2021-01-01,31.3,-0.8,Rhode Island
2021-02-01,30.9,-2.0,Rhode Island
2021-03-01,40.2,-0.5,Rhode Island
2021-04-01,48.8,-0.1,Rhode Island
2021-05-01,58.0,-0.5,Rhode Island
2021-06-01,69.6,2.2,Rhode Island
2021-07-01,71.2,-2.3,Rhode Island
2021-08-01,73.6,1.5,Rhode Island
2021-09-01,66.4,1.5,Rhode Island
2021-10-01,58.4,2.3,Rhode Island
2021-11-01,42.9,-1.5,Rhode Island
2021-12-01,38.6,1.8,Rhode Island
2022-01-01,27.0,-5.1,Rhode Island
2022-02-01,32.4,-0.5,Rhode Island
2022-03-01,40.6,-0.1,Rhode Island
2022-04-01,48.4,-0.5,Rhode Island
2022-05-01,60.4,1.9,Rhode Island
2022-06-01,66.3,-1.1,Rhode Island
2022-07-01,74.4,0.9,Rhode Island
2022-08-01,75.0,2.9,Rhode Island
2022-09-01,63.6,-1.3,Rhode Island
2022-10-01,54.4,-1.7,Rhode Island
2022-11-01,46.8,2.4,Rhode Island
2022-12-01,35.5,-1.3,Rhode Island
2023-01-01,37.8,5.7,Rhode Island
2023-02-01,34.3,1.4,Rhode Island
2023-03-01,39.7,-1.0,Rhode Island
2023-04-01,50.7,1.8,Rhode Island
2023-05-01,56.2,-2.3,Rhode Island
2023-06-01,64.5,-2.9,Rhode Island
2023-07-01,74.3,0.8,Rhode Island
2023-08-01,69.6,-2.5,Rhode Island
2023-09-01,65.8,0.9,Rhode Island
2023-10-01,56.8,0.7,Rhode Island
2023-11-01,41.0,-3.4,Rhode Island
2023-12-01,39.7,2.9,Rhode Island
2024-01-01,32.1,0.0,Rhode Island
2024-02-01,33.8,0.9,Rhode Island
2024-03-01,42.4,1.7,Rhode Island
2024-04-01,47.8,-1.1,Rhode Island
2024-05-01,59.2,0.7,Rhode Island
2024-06-01,69.0,1.6,Rhode Island
2024-07-01,74.1,0.6,Rhode Island
2024-08-01,70.1,-2.0,Rhode Island
2024-09-01,63.6,-1.3,Rhode Island
2024-10-01,54.7,-1.4,Rhode Island
2024-11-01,46.8,2.4,Rhode Island
2024-12-01,33.5,-3.3,Rhode Island
2021-01-01,46.0,-0.4,South Carolina
2021-02-01,47.2,-4.3,South Carolina
2021-03-01,57.6,-0.1,South Carolina
2021-04-01,62.0,-1.0,South Carolina
2021-05-01,69.1,-1.4,South Carolina
2021-06-01,76.8,-0.4,South Carolina
2021-07-01,79.4,-1.7,South Carolina
2021-08-01,80.1,0.3,South Carolina
2021-09-01,73.5,-0.4,South Carolina
2021-10-01,66.8,2.8,South Carolina
2021-11-01,51.6,-3.9,South Carolina
2021-12-01,54.6,5.2,South Carolina
2022-01-01,43.6,-2.8,South Carolina
2022-02-01,51.8,0.3,South Carolina
2022-03-01,57.7,0.0,South Carolina
2022-04-01,62.3,-0.7,South Carolina
2022-05-01,72.8,2.3,South Carolina
2022-06-01,78.9,1.7,South Carolina
2022-07-01,81.3,0.2,South Carolina
2022-08-01,79.0,-0.8,South Carolina
2022-09-01,73.8,-0.1,South Carolina
2022-10-01,60.9,-3.1,South Carolina
2022-11-01,57.0,1.5,South Carolina
2022-12-01,46.1,-3.3,South Carolina
2023-01-01,50.4,4.0,South Carolina
2023-02-01,56.2,4.7,South Carolina
2023-03-01,57.1,-0.6,South Carolina
2023-04-01,63.4,0.4,South Carolina
2023-05-01,67.4,-3.1,South Carolina
2023-06-01,74.2,-3.0,South Carolina
2023-07-01,81.4,0.3,South Carolina
2023-08-01,80.8,1.0,South Carolina
2023-09-01,73.4,-0.5,South Carolina
2023-10-01,63.7,-0.3,South Carolina
2023-11-01,54.2,-1.3,South Carolina
2023-12-01,49.3,-0.1,South Carolina
2024-01-01,45.7,-0.7,South Carolina
2024-02-01,50.6,-0.9,South Carolina
2024-03-01,58.2,0.5,South Carolina
2024-04-01,64.4,1.4,South Carolina
2024-05-01,72.7,2.2,South Carolina
2024-06-01,78.7,1.5,South Carolina
2024-07-01,82.1,1.0,South Carolina
2024-08-01,79.1,-0.7,South Carolina
2024-09-01,74.8,0.9,South Carolina
2024-10-01,64.7,0.7,South Carolina
2024-11-01,59.3,3.8,South Carolina
2024-12-01,47.5,-1.9,South Carolina
2021-01-01,26.5,6.0,South Dakota
2021-02-01,12.8,-9.1,South Dakota
2021-03-01,39.4,6.7,South Dakota
2021-04-01,43.6,0.8,South Dakota
2021-05-01,55.0,-2.0,South Dakota
2021-06-01,72.3,3.2,South Dakota
2021-07-01,75.3,1.9,South Dakota
2021-08-01,72.5,0.5,South Dakota
2021-09-01,65.0,-0.9,South Dakota
2021-10-01,51.2,0.8,South Dakota
2021-11-01,38.2,3.5,South Dakota
2021-12-01,24.5,0.1,South Dakota
2022-01-01,19.1,-1.4,South Dakota
2022-02-01,20.0,-1.9,South Dakota
2022-03-01,33.4,0.7,South Dakota
2022-04-01,39.7,-3.1,South Dakota
2022-05-01,55.4,-1.6,South Dakota
2022-06-01,67.6,-1.5,South Dakota
2022-07-01,74.6,1.2,South Dakota
2022-08-01,73.2,1.2,South Dakota
2022-09-01,65.4,-0.5,South Dakota
2022-10-01,49.4,-1.0,South Dakota
2022-11-01,29.2,-5.5,South Dakota
2022-12-01,15.1,-9.3,South Dakota
2023-01-01,19.9,-0.6,South Dakota
2023-02-01,22.0,0.1,South Dakota
2023-03-01,23.9,-8.8,South Dakota
2023-04-01,41.3,-1.5,South Dakota
2023-05-01,61.2,4.2,South Dakota
2023-06-01,69.7,0.6,South Dakota
2023-07-01,70.8,-2.6,South Dakota
2023-08-01,71.6,-0.4,South Dakota
2023-09-01,64.8,-1.1,South Dakota
2023-10-01,47.3,-3.1,South Dakota
2023-11-01,37.0,2.3,South Dakota
2023-12-01,31.2,6.8,South Dakota
2024-01-01,16.4,-4.1,South Dakota
2024-02-01,32.7,10.8,South Dakota
2024-03-01,34.1,1.4,South Dakota
2024-04-01,46.5,3.7,South Dakota
2024-05-01,56.5,-0.5,South Dakota
2024-06-01,66.9,-2.2,South Dakota
2024-07-01,72.9,-0.5,South Dakota
2024-08-01,70.7,-1.3,South Dakota
2024-09-01,68.2,2.3,South Dakota
2024-10-01,53.6,3.2,South Dakota
2024-11-01,34.5,-0.2,South Dakota
2024-12-01,26.6,2.2,South Dakota
2021-01-01,39.7,1.0,Tennessee
2021-02-01,37.4,-6.5,Tennessee
2021-03-01,53.6,1.4,Tennessee
2021-04-01,56.2,-1.6,Tennessee
2021-05-01,64.1,-3.1,Tennessee
2021-06-01,74.0,-0.4,Tennessee
2021-07-01,77.0,-1.2,Tennessee
2021-08-01,77.2,0.5,Tennessee
2021-09-01,69.7,-0.7,Tennessee
2021-10-01,63.4,2.8,Tennessee
2021-11-01,45.6,-4.3,Tennessee
2021-12-01,50.4,5.8,Tennessee
2022-01-01,35.5,-3.2,Tennessee
2022-02-01,41.8,-2.1,Tennessee
2022-03-01,51.6,-0.6,Tennessee
2022-04-01,56.7,-1.1,Tennessee
2022-05-01,69.0,1.8,Tennessee
2022-06-01,75.8,1.4,Tennessee
2022-07-01,80.2,2.0,Tennessee
2022-08-01,76.4,-0.3,Tennessee
2022-09-01,69.4,-1.0,Tennessee
2022-10-01,56.3,-4.3,Tennessee
2022-11-01,49.0,-0.9,Tennessee
2022-12-01,40.8,-3.8,Tennessee
2023-01-01,44.9,6.2,Tennessee
2023-02-01,48.6,4.7,Tennessee
2023-03-01,50.5,-1.7,Tennessee
2023-04-01,57.8,0.0,Tennessee
2023-05-01,66.1,-1.1,Tennessee
2023-06-01,72.0,-2.4,Tennessee
2023-07-01,77.3,-0.9,Tennessee
2023-08-01,76.2,-0.5,Tennessee
2023-09-01,70.9,0.5,Tennessee
2023-10-01,60.9,0.3,Tennessee
2023-11-01,50.0,0.1,Tennessee
2023-12-01,44.2,-0.4,Tennessee
2024-01-01,34.8,-3.9,Tennessee
2024-02-01,47.8,3.9,Tennessee
2024-03-01,52.9,0.7,Tennessee
2024-04-01,60.6,2.8,Tennessee
2024-05-01,69.4,2.2,Tennessee
2024-06-01,75.6,1.2,Tennessee
2024-07-01,78.4,0.2,Tennessee
2024-08-01,76.9,0.2,Tennessee
2024-09-01,71.5,1.1,Tennessee
2024-10-01,61.7,1.1,Tennessee
2024-11-01,54.9,5.0,Tennessee
2024-12-01,43.0,-1.6,Tennessee
2021-01-01,47.3,0.1,Texas
2021-02-01,44.0,-5.5,Texas
2021-03-01,59.4,0.1,Texas
2021-04-01,63.7,-2.6,Texas
2021-05-01,71.9,-3.3,Texas
2021-06-01,80.3,-2.1,Texas
2021-07-01,80.9,-3.4,Texas
2021-08-01,81.9,-2.8,Texas
2021-09-01,78.2,-0.6,Texas
2021-10-01,69.8,0.4,Texas
2021-11-01,57.3,0.1,Texas
2021-12-01,59.1,5.3,Texas
2022-01-01,45.8,-1.4,Texas
2022-02-01,45.8,-3.7,Texas
2022-03-01,57.0,-2.3,Texas
2022-04-01,68.8,2.5,Texas
2022-05-01,78.0,2.8,Texas
2022-06-01,83.8,1.4,Texas
2022-07-01,87.2,2.9,Texas
2022-08-01,83.4,-1.3,Texas
2022-09-01,77.8,-1.0,Texas
2022-10-01,66.4,-3.0,Texas
2022-11-01,54.0,-3.2,Texas
2022-12-01,50.0,-3.8,Texas
2023-01-01,51.6,4.4,Texas
2023-02-01,52.1,2.6,Texas
2023-03-01,60.4,1.1,Texas
2023-04-01,64.7,-1.6,Texas
2023-05-01,73.8,-1.4,Texas
2023-06-01,82.3,-0.1,Texas
2023-07-01,86.3,2.0,Texas
2023-08-01,87.5,2.8,Texas
2023-09-01,81.8,3.0,Texas
2023-10-01,68.4,-1.0,Texas
2023-11-01,56.5,-0.7,Texas
2023-12-01,51.8,-2.0,Texas
2024-01-01,44.2,-3.0,Texas
2024-02-01,56.2,6.7,Texas
