Date,Value,Anomaly,state
2022-02-01,31.8,-1.9,Kansas
2022-03-01,44.0,-1.3,Kansas
2022-04-01,54.1,-0.5,Kansas
2022-05-01,64.6,0.2,Kansas
2022-06-01,75.8,0.2,Kansas
2022-07-01,81.1,2.3,Kansas
2022-08-01,79.2,0.5,Kansas
2022-09-01,72.0,-0.2,Kansas
2022-10-01,57.7,-1.6,Kansas
2022-11-01,41.1,-3.8,Kansas
2022-12-01,30.6,-6.6,Kansas
2023-01-01,33.1,2.4,Kansas
2023-02-01,35.2,1.5,Kansas
2023-03-01,42.1,-3.2,Kansas
2023-04-01,54.6,0.0,Kansas
2023-05-01,65.8,1.4,Kansas
2023-06-01,73.4,-2.2,Kansas
2023-07-01,78.3,-0.5,Kansas
2023-08-01,78.8,0.1,Kansas
2023-09-01,72.4,0.2,Kansas
2023-10-01,58.0,-1.3,Kansas
2023-11-01,45.2,0.3,Kansas
2023-12-01,39.2,2.0,Kansas
2024-01-01,25.9,-4.8,Kansas
2024-02-01,43.8,10.1,Kansas
2024-03-01,47.1,1.8,Kansas
2024-04-01,57.3,2.7,Kansas
2024-05-01,65.3,0.9,Kansas
2024-06-01,77.2,1.6,Kansas
2024-07-01,78.0,-0.8,Kansas
2024-08-01,77.6,-1.1,Kansas
2024-09-01,71.1,-1.1,Kansas
2024-10-01,62.5,3.2,Kansas
2024-11-01,46.4,1.5,Kansas
2024-12-01,38.0,0.8,Kansas
2021-01-01,35.7,0.1,Kentucky
2021-02-01,32.3,-8.1,Kentucky
2021-03-01,50.4,1.0,Kentucky
2021-04-01,54.6,-1.7,Kentucky
2021-05-01,62.4,-3.2,Kentucky
2021-06-01,73.4,0.4,Kentucky
2021-07-01,75.8,-1.2,Kentucky
2021-08-01,76.6,1.0,Kentucky
2021-09-01,68.9,-0.5,Kentucky
2021-10-01,62.4,3.2,Kentucky
2021-11-01,43.4,-4.0,Kentucky
2021-12-01,47.6,5.6,Kentucky
2022-01-01,31.3,-4.3,Kentucky
2022-02-01,38.4,-2.0,Kentucky
2022-03-01,49.1,-0.3,Kentucky
2022-04-01,54.4,-1.9,Kentucky
2022-05-01,67.5,1.9,Kentucky
2022-06-01,74.0,1.0,Kentucky
2022-07-01,78.2,1.2,Kentucky
2022-08-01,75.3,-0.3,Kentucky
2022-09-01,68.1,-1.3,Kentucky
2022-10-01,55.0,-4.2,Kentucky
2022-11-01,46.8,-0.6,Kentucky
2022-12-01,37.8,-4.2,Kentucky
2023-01-01,42.4,6.8,Kentucky
2023-02-01,45.7,5.3,Kentucky
2023-03-01,47.3,-2.1,Kentucky
2023-04-01,56.8,0.5,Kentucky
2023-05-01,64.1,-1.5,Kentucky
2023-06-01,70.3,-2.7,Kentucky
2023-07-01,76.8,-0.2,Kentucky
2023-08-01,74.8,-0.8,Kentucky
2023-09-01,69.6,0.2,Kentucky
2023-10-01,59.3,0.1,Kentucky
2023-11-01,47.4,0.0,Kentucky
2023-12-01,42.6,0.6,Kentucky
2024-01-01,33.0,-2.6,Kentucky
2024-02-01,45.2,4.8,Kentucky
2024-03-01,50.6,1.2,Kentucky
2024-04-01,59.3,3.0,Kentucky
2024-05-01,68.3,2.7,Kentucky
2024-06-01,74.4,1.4,Kentucky
2024-07-01,77.0,0.0,Kentucky
2024-08-01,75.5,-0.1,Kentucky
2024-09-01,70.8,1.4,Kentucky
2024-10-01,60.0,0.8,Kentucky
2024-11-01,52.0,4.6,Kentucky
2024-12-01,40.1,-1.9,Kentucky
2021-01-01,50.6,0.1,Louisiana
2021-02-01,47.8,-6.0,Louisiana
2021-03-01,62.2,0.6,Louisiana
2021-04-01,64.7,-2.1,Louisiana
2021-05-01,72.3,-3.0,Louisiana
2021-06-01,80.4,-1.2,Louisiana
2021-07-01,81.8,-1.5,Louisiana
2021-08-01,82.6,-1.5,Louisiana
2021-09-01,76.9,-1.3,Louisiana
2021-10-01,71.7,2.1,Louisiana
2021-11-01,56.4,-3.3,Louisiana
2021-12-01,62.4,6.2,Louisiana
2022-01-01,48.2,-2.3,Louisiana
2022-02-01,51.3,-2.5,Louisiana
2022-03-01,58.9,-2.7,Louisiana
2022-04-01,67.4,0.6,Louisiana
2022-05-01,77.0,1.7,Louisiana
2022-06-01,82.7,1.1,Louisiana
2022-07-01,83.9,0.6,Louisiana
2022-08-01,81.8,-2.3,Louisiana
2022-09-01,77.3,-0.9,Louisiana
2022-10-01,66.2,-3.4,Louisiana
2022-11-01,58.2,-1.5,Louisiana
2022-12-01,54.1,-2.1,Louisiana
2023-01-01,56.0,5.5,Louisiana
2023-02-01,58.4,4.6,Louisiana
2023-03-01,63.6,2.0,Louisiana
2023-04-01,66.1,-0.7,Louisiana
2023-05-01,74.9,-0.4,Louisiana
2023-06-01,82.0,0.4,Louisiana
2023-07-01,84.9,1.6,Louisiana
2023-08-01,87.9,3.8,Louisiana
2023-09-01,80.7,2.5,Louisiana
2023-10-01,69.7,0.1,Louisiana
2023-11-01,58.2,-1.5,Louisiana
2023-12-01,53.2,-3.0,Louisiana
2024-01-01,47.1,-3.4,Louisiana
2024-02-01,57.7,3.9,Louisiana
2024-03-01,61.7,0.1,Louisiana
2024-04-01,69.0,2.2,Louisiana
2024-05-01,77.1,1.8,Louisiana
2024-06-01,81.4,-0.2,Louisiana
2024-07-01,82.5,-0.8,Louisiana
2024-08-01,84.1,0.0,Louisiana
2024-09-01,77.8,-0.4,Louisiana
2024-10-01,70.6,1.0,Louisiana
2024-11-01,65.8,6.1,Louisiana
2024-12-01,55.2,-1.0,Louisiana
2021-01-01,21.4,2.3,Maine
2021-02-01,18.5,-1.5,Maine
2021-03-01,29.4,-0.8,Maine
2021-04-01,43.2,1.6,Maine
2021-05-01,52.4,-0.9,Maine
2021-06-01,64.9,2.7,Maine
2021-07-01,63.7,-4.1,Maine
2021-08-01,68.2,2.1,Maine
2021-09-01,59.0,-0.1,Maine
2021-10-01,50.2,0.5,Maine
2021-11-01,35.3,-0.5,Maine
2021-12-01,24.5,-1.5,Maine
2022-01-01,10.8,-8.3,Maine
2022-02-01,19.2,-0.8,Maine
2022-03-01,29.0,-1.2,Maine
2022-04-01,40.6,-1.0,Maine
2022-05-01,54.4,1.1,Maine
2022-06-01,60.1,-2.1,Maine
2022-07-01,67.8,0.0,Maine
2022-08-01,67.3,1.2,Maine
2022-09-01,57.2,-1.9,Maine
2022-10-01,49.2,-0.5,Maine
2022-11-01,37.4,1.6,Maine
2022-12-01,27.6,1.6,Maine
2023-01-01,24.1,5.0,Maine
2023-02-01,18.2,-1.8,Maine
2023-03-01,30.2,0.0,Maine
2023-04-01,41.7,0.1,Maine
2023-05-01,51.3,-2.0,Maine
2023-06-01,59.9,-2.3,Maine
2023-07-01,69.9,2.1,Maine
2023-08-01,63.4,-2.7,Maine
2023-09-01,60.9,1.8,Maine
2023-10-01,51.6,1.9,Maine
2023-11-01,31.7,-4.1,Maine
2023-12-01,28.9,2.9,Maine
2024-01-01,20.2,1.1,Maine
2024-02-01,24.0,4.0,Maine
2024-03-01,32.3,2.1,Maine
2024-04-01,40.8,-0.8,Maine
2024-05-01,55.2,1.9,Maine
2024-06-01,63.9,1.7,Maine
2024-07-01,69.7,1.9,Maine
2024-08-01,65.6,-0.5,Maine
2024-09-01,59.3,0.2,Maine
2024-10-01,47.8,-1.9,Maine
2024-11-01,38.8,3.0,Maine
2024-12-01,23.1,-2.9,Maine
2021-01-01,35.4,-0.9,Maryland
2021-02-01,34.2,-4.7,Maryland
2021-03-01,47.2,0.4,Maryland
2021-04-01,55.0,-0.7,Maryland
2021-05-01,62.2,-1.2,Maryland
2021-06-01,73.1,0.8,Maryland
2021-07-01,77.2,-0.8,Maryland
2021-08-01,77.1,1.1,Maryland
2021-09-01,69.6,0.6,Maryland
2021-10-01,62.9,4.1,Maryland
2021-11-01,44.4,-2.8,Maryland
2021-12-01,43.8,3.7,Maryland
2022-01-01,30.9,-5.4,Maryland
2022-02-01,38.4,-0.5,Maryland
2022-03-01,46.7,-0.1,Maryland
2022-04-01,53.1,-2.6,Maryland
2022-05-01,64.6,1.2,Maryland
2022-06-01,72.1,-0.2,Maryland
2022-07-01,77.7,-0.3,Maryland
2022-08-01,76.7,0.7,Maryland
2022-09-01,68.5,-0.5,Maryland
2022-10-01,54.6,-4.2,Maryland
2022-11-01,48.8,1.6,Maryland
2022-12-01,36.5,-3.6,Maryland
2023-01-01,42.1,5.8,Maryland
2023-02-01,42.8,3.9,Maryland
2023-03-01,45.1,-1.7,Maryland
2023-04-01,58.0,2.3,Maryland
2023-05-01,60.9,-2.5,Maryland
2023-06-01,69.2,-3.1,Maryland
2023-07-01,78.1,0.1,Maryland
2023-08-01,75.0,-1.0,Maryland
2023-09-01,69.3,0.3,Maryland
2023-10-01,59.4,0.6,Maryland
2023-11-01,45.2,-2.0,Maryland
2023-12-01,42.5,2.4,Maryland
2024-01-01,36.6,0.3,Maryland
2024-02-01,40.3,1.4,Maryland
2024-03-01,48.1,1.3,Maryland
2024-04-01,56.5,0.8,Maryland
2024-05-01,65.8,2.4,Maryland
2024-06-01,74.6,2.3,Maryland
2024-07-01,79.0,1.0,Maryland
2024-08-01,75.1,-0.9,Maryland
2024-09-01,68.4,-0.6,Maryland
2024-10-01,58.1,-0.7,Maryland
2024-11-01,50.2,3.0,Maryland
2024-12-01,37.5,-2.6,Maryland
2021-01-01,28.8,-0.6,Massachusetts
2021-02-01,27.6,-3.1,Massachusetts
2021-03-01,38.3,-0.3,Massachusetts
2021-04-01,47.8,-0.2,Massachusetts
2021-05-01,57.6,-0.8,Massachusetts
2021-06-01,69.2,2.2,Massachusetts
2021-07-01,69.8,-3.0,Massachusetts
2021-08-01,72.7,1.6,Massachusetts
2021-09-01,64.8,1.1,Massachusetts
2021-10-01,56.3,2.0,Massachusetts
2021-11-01,40.8,-1.4,Massachusetts
2021-12-01,36.0,1.6,Massachusetts
2022-01-01,23.5,-5.9,Massachusetts
2022-02-01,29.9,-0.8,Massachusetts
2022-03-01,38.1,-0.5,Massachusetts
2022-04-01,47.0,-1.0,Massachusetts
2022-05-01,59.8,1.4,Massachusetts
2022-06-01,65.6,-1.4,Massachusetts
2022-07-01,73.3,0.5,Massachusetts
2022-08-01,73.9,2.8,Massachusetts
2022-09-01,62.4,-1.3,Massachusetts
2022-10-01,52.4,-1.9,Massachusetts
2022-11-01,44.6,2.4,Massachusetts
2022-12-01,33.1,-1.3,Massachusetts
2023-01-01,35.3,5.9,Massachusetts
2023-02-01,32.2,1.5,Massachusetts
2023-03-01,37.6,-1.0,Massachusetts
2023-04-01,49.8,1.8,Massachusetts
2023-05-01,56.3,-2.1,Massachusetts
2023-06-01,64.5,-2.5,Massachusetts
2023-07-01,73.9,1.1,Massachusetts
2023-08-01,68.5,-2.6,Massachusetts
2023-09-01,64.6,0.9,Massachusetts
2023-10-01,56.0,1.7,Massachusetts
2023-11-01,38.7,-3.5,Massachusetts
2023-12-01,37.8,3.4,Massachusetts
2024-01-01,30.0,0.6,Massachusetts
2024-02-01,32.9,2.2,Massachusetts
2024-03-01,40.4,1.8,Massachusetts
2024-04-01,47.2,-0.8,Massachusetts
2024-05-01,59.9,1.5,Massachusetts
2024-06-01,68.8,1.8,Massachusetts
2024-07-01,74.3,1.5,Massachusetts
2024-08-01,69.4,-1.7,Massachusetts
2024-09-01,63.0,-0.7,Massachusetts
2024-10-01,52.5,-1.8,Massachusetts
2024-11-01,44.8,2.6,Massachusetts
2024-12-01,30.6,-3.8,Massachusetts
2021-01-01,25.0,1.7,Michigan
2021-02-01,17.4,-6.4,Michigan
2021-03-01,36.8,2.8,Michigan
2021-04-01,45.1,0.9,Michigan
2021-05-01,54.0,-2.2,Michigan
2021-06-01,67.8,1.9,Michigan
2021-07-01,68.7,-0.2,Michigan
2021-08-01,71.0,2.8,Michigan
2021-09-01,61.4,-0.7,Michigan
2021-10-01,55.2,3.6,Michigan
2021-11-01,36.3,-1.9,Michigan
2021-12-01,30.1,0.1,Michigan
2022-01-01,15.4,-7.9,Michigan
2022-02-01,19.5,-4.3,Michigan
2022-03-01,31.0,-3.0,Michigan
2022-04-01,40.2,-4.0,Michigan
2022-05-01,57.6,1.4,Michigan
2022-06-01,65.0,-0.9,Michigan
2022-07-01,69.2,0.3,Michigan
2022-08-01,68.2,0.0,Michigan
2022-09-01,60.9,-1.2,Michigan
2022-10-01,48.3,-3.3,Michigan
2022-11-01,38.6,0.4,Michigan
2022-12-01,26.9,-3.1,Michigan
2023-01-01,28.2,4.9,Michigan
2023-02-01,26.5,2.7,Michigan
2023-03-01,31.4,-2.6,Michigan
2023-04-01,44.9,0.7,Michigan
2023-05-01,55.0,-1.2,Michigan
2023-06-01,64.8,-1.1,Michigan
2023-07-01,68.5,-0.4,Michigan
2023-08-01,65.7,-2.5,Michigan
2023-09-01,62.1,0.0,Michigan
2023-10-01,50.6,-1.0,Michigan
2023-11-01,36.3,-1.9,Michigan
2023-12-01,35.1,5.1,Michigan
2024-01-01,24.5,1.2,Michigan
2024-02-01,31.9,8.1,Michigan
2024-03-01,36.6,2.6,Michigan
2024-04-01,46.4,2.2,Michigan
2024-05-01,58.2,2.0,Michigan
2024-06-01,66.1,0.2,Michigan
2024-07-01,69.0,0.1,Michigan
2024-08-01,67.9,-0.3,Michigan
2024-09-01,64.0,1.9,Michigan
2024-10-01,52.2,0.6,Michigan
2024-11-01,41.5,3.3,Michigan
2024-12-01,28.0,-2.0,Michigan
2021-01-01,18.2,5.1,Minnesota
2021-02-01,6.5,-7.3,Minnesota
2021-03-01,35.6,7.2,Minnesota
2021-04-01,42.3,2.1,Minnesota
2021-05-01,55.1,-1.4,Minnesota
2021-06-01,69.9,2.5,Minnesota
2021-07-01,71.1,1.6,Minnesota
2021-08-01,69.4,1.4,Minnesota
2021-09-01,61.6,-1.1,Minnesota
2021-10-01,51.5,2.2,Minnesota
2021-11-01,32.2,0.0,Minnesota
2021-12-01,18.2,-1.8,Minnesota
2022-01-01,3.6,-9.5,Minnesota
2022-02-01,6.5,-7.3,Minnesota
2022-03-01,26.1,-2.3,Minnesota
2022-04-01,35.6,-4.6,Minnesota
2022-05-01,55.3,-1.2,Minnesota
2022-06-01,66.2,-1.2,Minnesota
2022-07-01,69.7,0.2,Minnesota
2022-08-01,67.3,-0.7,Minnesota
2022-09-01,60.3,-2.4,Minnesota
2022-10-01,46.9,-2.4,Minnesota
2022-11-01,30.0,-2.2,Minnesota
2022-12-01,12.5,-7.5,Minnesota
2023-01-01,15.1,2.0,Minnesota
2023-02-01,14.1,0.3,Minnesota
2023-03-01,21.2,-7.2,Minnesota
2023-04-01,38.3,-1.9,Minnesota
2023-05-01,59.3,2.8,Minnesota
2023-06-01,68.9,1.5,Minnesota
2023-07-01,67.3,-2.2,Minnesota
2023-08-01,67.9,-0.1,Minnesota
2023-09-01,63.5,0.8,Minnesota
2023-10-01,47.5,-1.8,Minnesota
2023-11-01,32.4,0.2,Minnesota
2023-12-01,29.6,9.6,Minnesota
2024-01-01,15.5,2.4,Minnesota
2024-02-01,28.2,14.4,Minnesota
2024-03-01,30.6,2.2,Minnesota
2024-04-01,44.4,4.2,Minnesota
2024-05-01,56.4,-0.1,Minnesota
2024-06-01,64.4,-3.0,Minnesota
2024-07-01,69.8,0.3,Minnesota
2024-08-01,67.2,-0.8,Minnesota
2024-09-01,65.2,2.5,Minnesota
2024-10-01,51.2,1.9,Minnesota
2024-11-01,34.0,1.8,Minnesota
2024-12-01,19.7,-0.3,Minnesota
2021-01-01,46.6,0.1,Mississippi
2021-02-01,44.2,-6.6,Mississippi
2021-03-01,60.0,1.2,Mississippi
2021-04-01,61.8,-2.2,Mississippi
2021-05-01,69.9,-3.4,Mississippi
2021-06-01,78.1,-1.6,Mississippi
2021-07-01,80.4,-1.7,Mississippi
2021-08-01,80.8,-1.2,Mississippi
2021-09-01,74.8,-1.1,Mississippi
2021-10-01,68.3,1.8,Mississippi
2021-11-01,52.7,-3.8,Mississippi
2021-12-01,58.6,6.3,Mississippi
2022-01-01,44.2,-2.3,Mississippi
2022-02-01,48.7,-2.1,Mississippi
2022-03-01,57.1,-1.7,Mississippi
2022-04-01,64.0,0.0,Mississippi
2022-05-01,75.0,1.7,Mississippi
2022-06-01,81.2,1.5,Mississippi
2022-07-01,82.9,0.8,Mississippi
2022-08-01,80.2,-1.8,Mississippi
2022-09-01,74.8,-1.1,Mississippi
2022-10-01,62.8,-3.7,Mississippi
2022-11-01,55.0,-1.5,Mississippi
2022-12-01,50.1,-2.2,Mississippi
2023-01-01,52.4,5.9,Mississippi
2023-02-01,55.6,4.8,Mississippi
2023-03-01,59.6,0.8,Mississippi
2023-04-01,63.9,-0.1,Mississippi
2023-05-01,72.5,-0.8,Mississippi
2023-06-01,79.3,-0.4,Mississippi
2023-07-01,82.9,0.8,Mississippi
2023-08-01,84.6,2.6,Mississippi
2023-09-01,77.8,1.9,Mississippi
2023-10-01,66.8,0.3,Mississippi
2023-11-01,55.5,-1.0,Mississippi
2023-12-01,50.0,-2.3,Mississippi
2024-01-01,42.9,-3.6,Mississippi
2024-02-01,54.5,3.7,Mississippi
2024-03-01,58.6,-0.2,Mississippi
2024-04-01,66.1,2.1,Mississippi
2024-05-01,75.6,2.3,Mississippi
2024-06-01,80.2,0.5,Mississippi
2024-07-01,82.2,0.1,Mississippi
2024-08-01,82.4,0.4,Mississippi
2024-09-01,76.1,0.2,Mississippi
2024-10-01,67.9,1.4,Mississippi
2024-11-01,62.6,6.1,Mississippi
2024-12-01,50.6,-1.7,Mississippi
2021-01-01,33.6,1.8,Missouri
2021-02-01,24.4,-11.2,Missouri
2021-03-01,49.9,2.5,Missouri
2021-04-01,54.2,-1.3,Missouri
2021-05-01,62.3,-3.3,Missouri
2021-06-01,74.9,-0.1,Missouri
2021-07-01,76.7,-1.0,Missouri
2021-08-01,77.4,0.9,Missouri
2021-09-01,71.5,1.2,Missouri
2021-10-01,60.5,1.3,Missouri
2021-11-01,45.5,-0.7,Missouri
2021-12-01,44.7,5.3,Missouri
2022-01-01,28.4,-3.4,Missouri
2022-02-01,32.5,-3.1,Missouri
2022-03-01,46.1,-1.3,Missouri
2022-04-01,53.0,-2.5,Missouri
2022-05-01,65.9,0.3,Missouri
2022-06-01,75.3,0.3,Missouri
2022-07-01,79.8,2.1,Missouri
2022-08-01,76.4,-0.1,Missouri
2022-09-01,69.5,-0.8,Missouri
2022-10-01,56.0,-3.2,Missouri
2022-11-01,44.3,-1.9,Missouri
2022-12-01,33.1,-6.3,Missouri
2023-01-01,37.2,5.4,Missouri
2023-02-01,39.9,4.3,Missouri
2023-03-01,43.8,-3.6,Missouri
2023-04-01,56.2,0.7,Missouri
2023-05-01,66.1,0.5,Missouri
2023-06-01,73.9,-1.1,Missouri
2023-07-01,77.9,0.2,Missouri
2023-08-01,76.5,0.0,Missouri
2023-09-01,70.4,0.1,Missouri
2023-10-01,58.8,-0.4,Missouri
2023-11-01,46.2,0.0,Missouri
2023-12-01,41.9,2.5,Missouri
2024-01-01,27.9,-3.9,Missouri
2024-02-01,45.4,9.8,Missouri
2024-03-01,49.9,2.5,Missouri
2024-04-01,58.7,3.2,Missouri
2024-05-01,68.0,2.4,Missouri
2024-06-01,75.8,0.8,Missouri
2024-07-01,76.2,-1.5,Missouri
2024-08-01,75.8,-0.7,Missouri
2024-09-01,69.9,-0.4,Missouri
2024-10-01,61.4,2.2,Missouri
2024-11-01,48.8,2.6,Missouri
2024-12-01,38.0,-1.4,Missouri
2021-01-01,26.7,4.0,Montana
2021-02-01,13.7,-8.3,Montana
2021-03-01,36.1,5.1,Montana
2021-04-01,40.5,0.8,Montana
2021-05-01,48.6,-2.0,Montana
2021-06-01,65.3,4.5,Montana
2021-07-01,72.5,2.9,Montana
2021-08-01,64.7,-2.1,Montana
2021-09-01,58.3,-1.3,Montana
2021-10-01,45.6,-0.3,Montana
2021-11-01,36.3,5.2,Montana
2021-12-01,19.3,-4.3,Montana
2022-01-01,22.9,0.2,Montana
2022-02-01,22.6,0.6,Montana
2022-03-01,33.5,2.5,Montana
2022-04-01,35.2,-4.5,Montana
2022-05-01,48.5,-2.1,Montana
2022-06-01,58.5,-2.3,Montana
2022-07-01,69.0,-0.6,Montana
2022-08-01,69.7,2.9,Montana
2022-09-01,60.6,1.0,Montana
2022-10-01,47.1,1.2,Montana
2022-11-01,22.7,-8.4,Montana
2022-12-01,14.6,-9.0,Montana
2023-01-01,22.9,0.2,Montana
2023-02-01,23.3,1.3,Montana
2023-03-01,23.3,-7.7,Montana
2023-04-01,39.2,-0.5,Montana
2023-05-01,56.3,5.7,Montana
2023-06-01,60.4,-0.4,Montana
2023-07-01,67.4,-2.2,Montana
2023-08-01,66.8,0.0,Montana
2023-09-01,58.5,-1.1,Montana
2023-10-01,42.3,-3.6,Montana
2023-11-01,34.5,3.4,Montana
2023-12-01,31.3,7.7,Montana
2024-01-01,18.1,-4.6,Montana
2024-02-01,28.3,6.3,Montana
2024-03-01,31.0,0.0,Montana
2024-04-01,43.7,4.0,Montana
2024-05-01,48.9,-1.7,Montana
2024-06-01,58.9,-1.9,Montana
2024-07-01,69.4,-0.2,Montana
2024-08-01,65.8,-1.0,Montana
2024-09-01,61.1,1.5,Montana
2024-10-01,48.5,2.6,Montana
2024-11-01,30.8,-0.3,Montana
2024-12-01,29.0,5.4,Montana
2021-01-01,29.3,4.2,Nebraska
2021-02-01,16.5,-10.6,Nebraska
2021-03-01,42.6,4.0,Nebraska
2021-04-01,46.9,-1.1,Nebraska
2021-05-01,57.9,-1.6,Nebraska
2021-06-01,72.8,1.4,Nebraska
2021-07-01,75.0,0.5,Nebraska
2021-08-01,74.3,0.2,Nebraska
2021-09-01,67.6,-0.1,Nebraska
2021-10-01,53.2,0.0,Nebraska
2021-11-01,42.6,3.1,Nebraska
2021-12-01,33.8,2.9,Nebraska
2022-01-01,25.6,0.5,Nebraska
2022-02-01,26.9,-0.2,Nebraska
2022-03-01,38.1,-0.5,Nebraska
2022-04-01,46.6,-1.4,Nebraska
2022-05-01,58.7,-0.8,Nebraska
2022-06-01,71.4,0.0,Nebraska
2022-07-01,76.5,2.0,Nebraska
2022-08-01,75.0,0.9,Nebraska
2022-09-01,67.5,-0.2,Nebraska
2022-10-01,52.2,-1.0,Nebraska
2022-11-01,34.6,-4.9,Nebraska
2022-12-01,22.7,-8.2,Nebraska
2023-01-01,24.8,-0.3,Nebraska
2023-02-01,26.9,-0.2,Nebraska
2023-03-01,33.6,-5.0,Nebraska
2023-04-01,48.2,0.2,Nebraska
2023-05-01,62.0,2.5,Nebraska
2023-06-01,69.8,-1.6,Nebraska
2023-07-01,72.8,-1.7,Nebraska
2023-08-01,73.8,-0.3,Nebraska
2023-09-01,67.2,-0.5,Nebraska
2023-10-01,51.2,-2.0,Nebraska
2023-11-01,40.8,1.3,Nebraska
2023-12-01,34.1,3.2,Nebraska
2024-01-01,20.5,-4.6,Nebraska
2024-02-01,37.9,10.8,Nebraska
2024-03-01,40.2,1.6,Nebraska
2024-04-01,50.2,2.2,Nebraska
2024-05-01,59.4,-0.1,Nebraska
2024-06-01,71.5,0.1,Nebraska
2024-07-01,73.5,-1.0,Nebraska
2024-08-01,73.1,-1.0,Nebraska
2024-09-01,68.6,0.9,Nebraska
2024-10-01,56.3,3.1,Nebraska
2024-11-01,39.8,0.3,Nebraska
2024-12-01,33.0,2.1,Nebraska
2021-01-01,33.7,0.8,Nevada
2021-02-01,35.6,1.2,Nevada
2021-03-01,39.2,0.1,Nevada
2021-04-01,49.3,1.4,Nevada
2021-05-01,57.2,1.1,Nevada
2021-06-01,72.6,4.6,Nevada
2021-07-01,77.8,0.9,Nevada
2021-08-01,72.4,-0.1,Nevada
2021-09-01,65.5,0.3,Nevada
2021-10-01,49.6,-3.5,Nevada
2021-11-01,45.2,5.9,Nevada
2021-12-01,32.4,-2.3,Nevada
2022-01-01,34.2,1.3,Nevada
2022-02-01,34.6,0.2,Nevada
2022-03-01,43.3,4.2,Nevada
2022-04-01,47.3,-0.6,Nevada
2022-05-01,54.5,-1.6,Nevada
2022-06-01,66.9,-1.1,Nevada
2022-07-01,76.3,-0.6,Nevada
2022-08-01,74.4,1.9,Nevada
2022-09-01,67.6,2.4,Nevada
2022-10-01,54.3,1.2,Nevada
2022-11-01,34.3,-5.0,Nevada
2022-12-01,31.7,-3.0,Nevada
2023-01-01,29.2,-3.7,Nevada
2023-02-01,30.8,-3.6,Nevada
2023-03-01,33.6,-5.5,Nevada
2023-04-01,46.6,-1.3,Nevada
2023-05-01,57.3,1.2,Nevada
2023-06-01,61.9,-6.1,Nevada
2023-07-01,76.3,-0.6,Nevada
2023-08-01,71.0,-1.5,Nevada
2023-09-01,62.0,-3.2,Nevada
2023-10-01,52.3,-0.8,Nevada
2023-11-01,40.6,1.3,Nevada
2023-12-01,37.0,2.3,Nevada
2024-01-01,34.4,1.5,Nevada
2024-02-01,36.4,2.0,Nevada
2024-03-01,40.1,1.0,Nevada
2024-04-01,48.4,0.5,Nevada
2024-05-01,55.4,-0.7,Nevada
2024-06-01,70.7,2.7,Nevada
2024-07-01,77.1,0.2,Nevada
2024-08-01,72.3,-0.2,Nevada
2024-09-01,65.8,0.6,Nevada
2024-10-01,56.2,3.1,Nevada
2024-11-01,37.2,-2.1,Nevada
2024-12-01,37.7,3.0,Nevada
2021-01-01,23.0,0.1,New Hampshire
2021-02-01,20.6,-3.3,New Hampshire
2021-03-01,32.4,-0.6,New Hampshire
2021-04-01,44.0,0.3,New Hampshire
2021-05-01,54.5,-1.0,New Hampshire
2021-06-01,66.1,2.3,New Hampshire
2021-07-01,65.6,-3.5,New Hampshire
2021-08-01,69.2,1.8,New Hampshire
2021-09-01,60.5,0.4,New Hampshire
2021-10-01,52.1,1.8,New Hampshire
2021-11-01,35.9,-1.4,New Hampshire
2021-12-01,28.9,0.3,New Hampshire
2022-01-01,14.7,-8.2,New Hampshire
2022-02-01,23.5,-0.4,New Hampshire
2022-03-01,32.0,-1.0,New Hampshire
2022-04-01,42.6,-1.1,New Hampshire
2022-05-01,57.2,1.7,New Hampshire
2022-06-01,61.8,-2.0,New Hampshire
2022-07-01,68.7,-0.4,New Hampshire
2022-08-01,69.8,2.4,New Hampshire
2022-09-01,58.2,-1.9,New Hampshire
2022-10-01,48.7,-1.6,New Hampshire
2022-11-01,39.5,2.2,New Hampshire
2022-12-01,28.3,-0.3,New Hampshire
2023-01-01,29.0,6.1,New Hampshire
2023-02-01,24.2,0.3,New Hampshire
2023-03-01,32.3,-0.7,New Hampshire
2023-04-01,45.0,1.3,New Hampshire
2023-05-01,52.9,-2.6,New Hampshire
2023-06-01,61.9,-1.9,New Hampshire
2023-07-01,70.5,1.4,New Hampshire
2023-08-01,64.5,-2.9,New Hampshire
2023-09-01,61.7,1.6,New Hampshire
2023-10-01,52.3,2.0,New Hampshire
2023-11-01,33.7,-3.6,New Hampshire
2023-12-01,32.4,3.8,New Hampshire
2024-01-01,24.7,1.8,New Hampshire
2024-02-01,27.4,3.5,New Hampshire
2024-03-01,35.2,2.2,New Hampshire
2024-04-01,43.0,-0.7,New Hampshire
2024-05-01,57.3,1.8,New Hampshire
2024-06-01,65.5,1.7,New Hampshire
2024-07-01,71.4,2.3,New Hampshire
2024-08-01,66.0,-1.4,New Hampshire
2024-09-01,59.9,-0.2,New Hampshire
2024-10-01,48.2,-2.1,New Hampshire
2024-11-01,40.0,2.7,New Hampshire
2024-12-01,24.7,-3.9,New Hampshire
2021-01-01,33.7,-0.9,New Jersey
2021-02-01,32.0,-4.1,New Jersey
2021-03-01,44.0,-0.1,New Jersey
2021-04-01,52.6,-0.4,New Jersey
2021-05-01,60.8,-1.0,New Jersey
2021-06-01,71.8,1.0,New Jersey
